"FLIR_ID_Year","FLIR_ID","site","date","time","survey_time","photo_type","determined_usage","air_temperature_c","humidity","microhabitat_type","distance_from_object_m","meter_marker","marker_number","direction","record_id","latitude.x","longitude.x","latitude.y","longitude.y","observer","FLIR_ID_Date"
"FLIR2049_2024","FLIR2049","Tryon-Weber",2024-07-09,"22:32","Night","transect",NA,0,0,NA,1.47,4,NA,"North","a6746f7d-c93e-454d-937a-ba198fb202ef",41.5923389493428,-80.3568093246705,41.5923637525,-80.3569366504,"Brandon Hoenig","FLIR2049_2024-07"
"FLIR2051_2024","FLIR2051","Tryon-Weber",2024-07-09,"22:32","Night","transect",NA,0,0,NA,1.51,4,NA,"East","a6746f7d-c93e-454d-937a-ba198fb202ef",41.5923390452126,-80.3568602900959,41.5923637525,-80.3569366504,"Brandon Hoenig","FLIR2051_2024-07"
"FLIR2055_2024","FLIR2055","Tryon-Weber",2024-07-09,"22:32","Night","transect",NA,0,0,NA,1.57,4,NA,"South","a6746f7d-c93e-454d-937a-ba198fb202ef",41.5923284569861,-80.3569090763444,41.5923637525,-80.3569366504,"Brandon Hoenig","FLIR2055_2024-07"
"FLIR2057_2024","FLIR2057","Tryon-Weber",2024-07-09,"22:33","Night","transect",NA,0,0,NA,1.5,4,NA,"West","a6746f7d-c93e-454d-937a-ba198fb202ef",41.5923504572844,-80.3568271258104,41.5923637525,-80.3569366504,"Brandon Hoenig","FLIR2057_2024-07"
"FLIR2059_2024","FLIR2059","Tryon-Weber",2024-07-09,"22:33","Night","transect",NA,0,0,NA,1.27,5,NA,"North","a6746f7d-c93e-454d-937a-ba198fb202ef",41.5923726383784,-80.3568945988627,41.5923637525,-80.3569366504,"Brandon Hoenig","FLIR2059_2024-07"
"FLIR2061_2024","FLIR2061","Tryon-Weber",2024-07-09,"22:34","Night","transect",NA,0,0,NA,1.41,5,NA,"East","a6746f7d-c93e-454d-937a-ba198fb202ef",41.5922872230129,-80.3568500993448,41.5923637525,-80.3569366504,"Brandon Hoenig","FLIR2061_2024-07"
"FLIR2063_2024","FLIR2063","Tryon-Weber",2024-07-09,"22:34","Night","transect",NA,0,0,NA,1.4,5,NA,"South","a6746f7d-c93e-454d-937a-ba198fb202ef",41.5923362063366,-80.3568591969311,41.5923637525,-80.3569366504,"Brandon Hoenig","FLIR2063_2024-07"
"FLIR2065_2024","FLIR2065","Tryon-Weber",2024-07-09,"22:34","Night","transect",NA,0,0,NA,1.52,5,NA,"West","a6746f7d-c93e-454d-937a-ba198fb202ef",41.5923422634866,-80.3568735454816,41.5923637525,-80.3569366504,"Brandon Hoenig","FLIR2065_2024-07"
"FLIR2067_2024","FLIR2067","Tryon-Weber",2024-07-09,"22:34","Night","transect",NA,0,0,NA,1.43,6,NA,"North","a6746f7d-c93e-454d-937a-ba198fb202ef",41.5923708154467,-80.3569734531457,41.5923637525,-80.3569366504,"Brandon Hoenig","FLIR2067_2024-07"
"FLIR2069_2024","FLIR2069","Tryon-Weber",2024-07-09,"22:35","Night","transect",NA,0,0,NA,1.53,6,NA,"East","a6746f7d-c93e-454d-937a-ba198fb202ef",41.5923027499172,-80.356980460265,41.5923637525,-80.3569366504,"Brandon Hoenig","FLIR2069_2024-07"
"FLIR2071_2024","FLIR2071","Tryon-Weber",2024-07-09,"22:35","Night","transect",NA,0,0,NA,1.58,6,NA,"South","a6746f7d-c93e-454d-937a-ba198fb202ef",41.5922992518286,-80.357028080908,41.5923637525,-80.3569366504,"Brandon Hoenig","FLIR2071_2024-07"
"FLIR2073_2024","FLIR2073","Tryon-Weber",2024-07-09,"22:35","Night","transect",NA,0,0,NA,1.49,6,NA,"West","a6746f7d-c93e-454d-937a-ba198fb202ef",41.5923088027598,-80.3570000188657,41.5923637525,-80.3569366504,"Brandon Hoenig","FLIR2073_2024-07"
"FLIR2075_2024","FLIR2075","Tryon-Weber",2024-07-09,"22:36","Night","transect",NA,0,0,NA,1.4,7,NA,"North","a6746f7d-c93e-454d-937a-ba198fb202ef",41.5923164279821,-80.3569911676014,41.5923637525,-80.3569366504,"Brandon Hoenig","FLIR2075_2024-07"
"FLIR2077_2024","FLIR2077","Tryon-Weber",2024-07-09,"22:36","Night","transect",NA,0,0,NA,1.48,7,NA,"East","a6746f7d-c93e-454d-937a-ba198fb202ef",41.5923271320392,-80.3569474455287,41.5923637525,-80.3569366504,"Brandon Hoenig","FLIR2077_2024-07"
"FLIR2079_2024","FLIR2079","Tryon-Weber",2024-07-09,"22:36","Night","transect",NA,0,0,NA,1.62,7,NA,"South","a6746f7d-c93e-454d-937a-ba198fb202ef",41.592281036536,-80.3569016841519,41.5923637525,-80.3569366504,"Brandon Hoenig","FLIR2079_2024-07"
"FLIR2081_2024","FLIR2081","Tryon-Weber",2024-07-09,"22:37","Night","transect",NA,0,0,NA,1.45,7,NA,"West","a6746f7d-c93e-454d-937a-ba198fb202ef",41.5923614432285,-80.3569593605609,41.5923637525,-80.3569366504,"Brandon Hoenig","FLIR2081_2024-07"
"FLIR2083_2024","FLIR2083","Tryon-Weber",2024-07-09,"22:37","Night","transect",NA,0,0,NA,1.54,8,NA,"North","a6746f7d-c93e-454d-937a-ba198fb202ef",41.5923865931637,-80.3570055040316,41.5923637525,-80.3569366504,"Brandon Hoenig","FLIR2083_2024-07"
"FLIR2085_2024","FLIR2085","Tryon-Weber",2024-07-09,"22:37","Night","transect",NA,0,0,NA,1.51,8,NA,"East","a6746f7d-c93e-454d-937a-ba198fb202ef",41.5923985171641,-80.3569423390003,41.5923637525,-80.3569366504,"Brandon Hoenig","FLIR2085_2024-07"
"FLIR2087_2024","FLIR2087","Tryon-Weber",2024-07-09,"22:37","Night","transect",NA,0,0,NA,1.51,8,NA,"South","a6746f7d-c93e-454d-937a-ba198fb202ef",41.5923677947896,-80.3569598323359,41.5923637525,-80.3569366504,"Brandon Hoenig","FLIR2087_2024-07"
"FLIR2089_2024","FLIR2089","Tryon-Weber",2024-07-09,"22:38","Night","transect",NA,0,0,NA,1.54,8,NA,"West","a6746f7d-c93e-454d-937a-ba198fb202ef",41.5923474970235,-80.3569227833334,41.5923637525,-80.3569366504,"Brandon Hoenig","FLIR2089_2024-07"
"FLIR2091_2024","FLIR2091","Tryon-Weber",2024-07-09,"22:38","Night","transect",NA,0,0,NA,1.49,9,NA,"North","a6746f7d-c93e-454d-937a-ba198fb202ef",41.5923736983039,-80.3569175549926,41.5923637525,-80.3569366504,"Brandon Hoenig","FLIR2091_2024-07"
"FLIR2093_2024","FLIR2093","Tryon-Weber",2024-07-09,"22:38","Night","transect",NA,0,0,NA,1.48,9,NA,"East","a6746f7d-c93e-454d-937a-ba198fb202ef",41.5922988472921,-80.3568708808089,41.5923637525,-80.3569366504,"Brandon Hoenig","FLIR2093_2024-07"
"FLIR2095_2024","FLIR2095","Tryon-Weber",2024-07-09,"22:38","Night","transect",NA,0,0,NA,1.54,9,NA,"South","a6746f7d-c93e-454d-937a-ba198fb202ef",41.5922875045478,-80.356866462006,41.5923637525,-80.3569366504,"Brandon Hoenig","FLIR2095_2024-07"
"FLIR2097_2024","FLIR2097","Tryon-Weber",2024-07-09,"22:39","Night","transect",NA,0,0,NA,1.55,9,NA,"West","a6746f7d-c93e-454d-937a-ba198fb202ef",41.5923121306431,-80.3569397694228,41.5923637525,-80.3569366504,"Brandon Hoenig","FLIR2097_2024-07"
"FLIR2099_2024","FLIR2099","Tryon-Weber",2024-07-09,"22:39","Night","transect",NA,0,0,NA,1.5,10,NA,"North","a6746f7d-c93e-454d-937a-ba198fb202ef",41.5922894593071,-80.3569695292957,41.5923637525,-80.3569366504,"Brandon Hoenig","FLIR2099_2024-07"
"FLIR2101_2024","FLIR2101","Tryon-Weber",2024-07-09,"22:39","Night","transect",NA,0,0,NA,1.49,10,NA,"East","a6746f7d-c93e-454d-937a-ba198fb202ef",41.5922819420458,-80.3569029191332,41.5923637525,-80.3569366504,"Brandon Hoenig","FLIR2101_2024-07"
"FLIR2103_2024","FLIR2103","Tryon-Weber",2024-07-09,"22:40","Night","transect",NA,0,0,NA,1.5,10,NA,"South","a6746f7d-c93e-454d-937a-ba198fb202ef",41.5922420591657,-80.3568210271039,41.5923637525,-80.3569366504,"Brandon Hoenig","FLIR2103_2024-07"
"FLIR2105_2024","FLIR2105","Tryon-Weber",2024-07-09,"22:40","Night","transect",NA,0,0,NA,1.41,10,NA,"West","a6746f7d-c93e-454d-937a-ba198fb202ef",41.5922521822443,-80.3569327215079,41.5923637525,-80.3569366504,"Brandon Hoenig","FLIR2105_2024-07"
"FLIR1529_2024","FLIR1529","Phelps Pond",2024-05-29,"22:46","Night","transect",NA,0,0,NA,1.52,1,NA,"North","fd455512-834c-4560-8553-cdfca8929b0e",41.6910157772171,-80.5126004108046,41.6911754877,-80.5124743307,"Brandon Hoenig","FLIR1529_2024-05"
"FLIR1531_2024","FLIR1531","Phelps Pond",2024-05-29,"22:47","Night","transect",NA,0,0,NA,1.4,1,NA,"South","fd455512-834c-4560-8553-cdfca8929b0e",41.6909142589093,-80.5125717562345,41.6911754877,-80.5124743307,"Brandon Hoenig","FLIR1531_2024-05"
"FLIR1533_2024","FLIR1533","Phelps Pond",2024-05-29,"22:47","Night","transect",NA,0,0,NA,1.41,1,NA,"West","fd455512-834c-4560-8553-cdfca8929b0e",41.6909451244627,-80.5125312543856,41.6911754877,-80.5124743307,"Brandon Hoenig","FLIR1533_2024-05"
"FLIR1535_2024","FLIR1535","Phelps Pond",2024-05-29,"22:48","Night","transect",NA,0,0,NA,1.18,1,NA,"East","fd455512-834c-4560-8553-cdfca8929b0e",41.6909453930338,-80.512599554518,41.6911754877,-80.5124743307,"Brandon Hoenig","FLIR1535_2024-05"
"FLIR1539_2024","FLIR1539","Phelps Pond",2024-05-29,"22:48","Night","transect",NA,0,0,NA,1.32,2,NA,"North","fd455512-834c-4560-8553-cdfca8929b0e",41.6909171339192,-80.512611677492,41.6911754877,-80.5124743307,"Brandon Hoenig","FLIR1539_2024-05"
"FLIR1541_2024","FLIR1541","Phelps Pond",2024-05-29,"22:49","Night","transect",NA,0,0,NA,1.21,2,NA,"East","fd455512-834c-4560-8553-cdfca8929b0e",41.691010746568,-80.5125626043135,41.6911754877,-80.5124743307,"Brandon Hoenig","FLIR1541_2024-05"
"FLIR1543_2024","FLIR1543","Phelps Pond",2024-05-29,"22:49","Night","transect",NA,0,0,NA,1.31,2,NA,"South","fd455512-834c-4560-8553-cdfca8929b0e",41.6909868398456,-80.5125881781488,41.6911754877,-80.5124743307,"Brandon Hoenig","FLIR1543_2024-05"
"FLIR1545_2024","FLIR1545","Phelps Pond",2024-05-29,"22:49","Night","transect",NA,0,0,NA,1.54,2,NA,"West","fd455512-834c-4560-8553-cdfca8929b0e",41.6909640196286,-80.512604605076,41.6911754877,-80.5124743307,"Brandon Hoenig","FLIR1545_2024-05"
"FLIR1547_2024","FLIR1547","Phelps Pond",2024-05-29,"22:49","Night","transect",NA,0,0,NA,1.3,3,NA,"North","fd455512-834c-4560-8553-cdfca8929b0e",41.6909517302722,-80.51255428036,41.6911754877,-80.5124743307,"Brandon Hoenig","FLIR1547_2024-05"
"FLIR1549_2024","FLIR1549","Phelps Pond",2024-05-29,"22:50","Night","transect",NA,0,0,NA,1.18,3,NA,"East","fd455512-834c-4560-8553-cdfca8929b0e",41.6909374015245,-80.512542774786,41.6911754877,-80.5124743307,"Brandon Hoenig","FLIR1549_2024-05"
"FLIR1551_2024","FLIR1551","Phelps Pond",2024-05-29,"22:50","Night","transect",NA,0,0,NA,1.37,3,NA,"South","fd455512-834c-4560-8553-cdfca8929b0e",41.6909685965986,-80.5125547500826,41.6911754877,-80.5124743307,"Brandon Hoenig","FLIR1551_2024-05"
"FLIR1553_2024","FLIR1553","Phelps Pond",2024-05-29,"22:50","Night","transect",NA,0,0,NA,1.63,3,NA,"West","fd455512-834c-4560-8553-cdfca8929b0e",41.690958079401,-80.512561412336,41.6911754877,-80.5124743307,"Brandon Hoenig","FLIR1553_2024-05"
"FLIR1555_2024","FLIR1555","Phelps Pond",2024-05-29,"22:51","Night","transect",NA,0,0,NA,1.49,4,NA,"North","fd455512-834c-4560-8553-cdfca8929b0e",41.6909356134196,-80.5125304914829,41.6911754877,-80.5124743307,"Brandon Hoenig","FLIR1555_2024-05"
"FLIR1557_2024","FLIR1557","Phelps Pond",2024-05-29,"22:51","Night","transect",NA,0,0,NA,1.26,4,NA,"East","fd455512-834c-4560-8553-cdfca8929b0e",41.6909416063631,-80.512562361303,41.6911754877,-80.5124743307,"Brandon Hoenig","FLIR1557_2024-05"
"FLIR1559_2024","FLIR1559","Phelps Pond",2024-05-29,"22:51","Night","transect",NA,0,0,NA,1.36,4,NA,"South","fd455512-834c-4560-8553-cdfca8929b0e",41.6909565981425,-80.5125607821029,41.6911754877,-80.5124743307,"Brandon Hoenig","FLIR1559_2024-05"
"FLIR1561_2024","FLIR1561","Phelps Pond",2024-05-29,"22:52","Night","transect",NA,0,0,NA,1.63,4,NA,"West","fd455512-834c-4560-8553-cdfca8929b0e",41.690947797074,-80.5125840380826,41.6911754877,-80.5124743307,"Brandon Hoenig","FLIR1561_2024-05"
"FLIR1563_2024","FLIR1563","Phelps Pond",2024-05-29,"22:52","Night","transect",NA,0,0,NA,1.51,5,NA,"North","fd455512-834c-4560-8553-cdfca8929b0e",41.6909324408945,-80.5125892977805,41.6911754877,-80.5124743307,"Brandon Hoenig","FLIR1563_2024-05"
"FLIR1565_2024","FLIR1565","Phelps Pond",2024-05-29,"22:52","Night","transect",NA,0,0,NA,1.22,5,NA,"East","fd455512-834c-4560-8553-cdfca8929b0e",41.6909214433379,-80.5125634936214,41.6911754877,-80.5124743307,"Brandon Hoenig","FLIR1565_2024-05"
"FLIR1567_2024","FLIR1567","Phelps Pond",2024-05-29,"22:52","Night","transect",NA,0,0,NA,1.49,5,NA,"South","fd455512-834c-4560-8553-cdfca8929b0e",41.6909391305974,-80.5125917199033,41.6911754877,-80.5124743307,"Brandon Hoenig","FLIR1567_2024-05"
"FLIR1571_2024","FLIR1571","Phelps Pond",2024-05-29,"22:53","Night","transect",NA,0,0,NA,1.32,5,NA,"West","fd455512-834c-4560-8553-cdfca8929b0e",41.6909446723324,-80.5125905701143,41.6911754877,-80.5124743307,"Brandon Hoenig","FLIR1571_2024-05"
"FLIR1573_2024","FLIR1573","Phelps Pond",2024-05-29,"22:53","Night","transect",NA,0,0,NA,1.38,6,NA,"North","fd455512-834c-4560-8553-cdfca8929b0e",41.690947124316,-80.5126065169804,41.6911754877,-80.5124743307,"Brandon Hoenig","FLIR1573_2024-05"
"FLIR1575_2024","FLIR1575","Phelps Pond",2024-05-29,"22:54","Night","transect",NA,0,0,NA,1.25,6,NA,"East","fd455512-834c-4560-8553-cdfca8929b0e",41.6909471982666,-80.5125875954756,41.6911754877,-80.5124743307,"Brandon Hoenig","FLIR1575_2024-05"
"FLIR1577_2024","FLIR1577","Phelps Pond",2024-05-29,"22:54","Night","transect",NA,0,0,NA,1.32,6,NA,"South","fd455512-834c-4560-8553-cdfca8929b0e",41.6909491432628,-80.5126005991577,41.6911754877,-80.5124743307,"Brandon Hoenig","FLIR1577_2024-05"
"FLIR1579_2024","FLIR1579","Phelps Pond",2024-05-29,"22:54","Night","transect",NA,0,0,NA,1.58,6,NA,"West","fd455512-834c-4560-8553-cdfca8929b0e",41.690942701106,-80.512632726603,41.6911754877,-80.5124743307,"Brandon Hoenig","FLIR1579_2024-05"
"FLIR1581_2024","FLIR1581","Phelps Pond",2024-05-29,"22:55","Night","transect",NA,0,0,NA,1.39,7,NA,"North","fd455512-834c-4560-8553-cdfca8929b0e",41.6909120855931,-80.5126431875743,41.6911754877,-80.5124743307,"Brandon Hoenig","FLIR1581_2024-05"
"FLIR1583_2024","FLIR1583","Phelps Pond",2024-05-29,"22:55","Night","transect",NA,0,0,NA,1.27,7,NA,"East","fd455512-834c-4560-8553-cdfca8929b0e",41.6909097891465,-80.5126328637254,41.6911754877,-80.5124743307,"Brandon Hoenig","FLIR1583_2024-05"
"FLIR1585_2024","FLIR1585","Phelps Pond",2024-05-29,"22:55","Night","transect",NA,0,0,NA,1.41,7,NA,"South","fd455512-834c-4560-8553-cdfca8929b0e",41.6908995912214,-80.5126388464085,41.6911754877,-80.5124743307,"Brandon Hoenig","FLIR1585_2024-05"
"FLIR1587_2024","FLIR1587","Phelps Pond",2024-05-29,"22:56","Night","transect",NA,0,0,NA,1.48,7,NA,"West","fd455512-834c-4560-8553-cdfca8929b0e",41.6909082911456,-80.5126603758218,41.6911754877,-80.5124743307,"Brandon Hoenig","FLIR1587_2024-05"
"FLIR1589_2024","FLIR1589","Phelps Pond",2024-05-29,"22:56","Night","transect",NA,0,0,NA,1.55,8,NA,"North","fd455512-834c-4560-8553-cdfca8929b0e",41.6909108841185,-80.5126613009699,41.6911754877,-80.5124743307,"Brandon Hoenig","FLIR1589_2024-05"
"FLIR1591_2024","FLIR1591","Phelps Pond",2024-05-29,"22:56","Night","transect",NA,0,0,NA,1.06,8,NA,"East","fd455512-834c-4560-8553-cdfca8929b0e",41.6908958665428,-80.5126200472363,41.6911754877,-80.5124743307,"Brandon Hoenig","FLIR1591_2024-05"
"FLIR1592_2024","FLIR1592","Phelps Pond",2024-05-29,"22:57","Night","transect",NA,0,0,NA,1.42,8,NA,"South","fd455512-834c-4560-8553-cdfca8929b0e",41.6908646610181,-80.5126172604096,41.6911754877,-80.5124743307,"Brandon Hoenig","FLIR1592_2024-05"
"FLIR1595_2024","FLIR1595","Phelps Pond",2024-05-29,"22:57","Night","transect",NA,0,0,NA,1.5,8,NA,"West","fd455512-834c-4560-8553-cdfca8929b0e",41.6908768749342,-80.5126114636796,41.6911754877,-80.5124743307,"Brandon Hoenig","FLIR1595_2024-05"
"FLIR1597_2024","FLIR1597","Phelps Pond",2024-05-29,"22:57","Night","transect",NA,0,0,NA,1.57,9,NA,"North","fd455512-834c-4560-8553-cdfca8929b0e",41.690851466282,-80.5125823741071,41.6911754877,-80.5124743307,"Brandon Hoenig","FLIR1597_2024-05"
"FLIR1599_2024","FLIR1599","Phelps Pond",2024-05-29,"22:58","Night","transect",NA,0,0,NA,1.31,9,NA,"East","fd455512-834c-4560-8553-cdfca8929b0e",41.6908678014367,-80.5126140784029,41.6911754877,-80.5124743307,"Brandon Hoenig","FLIR1599_2024-05"
"FLIR1601_2024","FLIR1601","Phelps Pond",2024-05-29,"22:58","Night","transect",NA,0,0,NA,1.28,9,NA,"South","fd455512-834c-4560-8553-cdfca8929b0e",41.6908974163272,-80.5126333836433,41.6911754877,-80.5124743307,"Brandon Hoenig","FLIR1601_2024-05"
"FLIR1603_2024","FLIR1603","Phelps Pond",2024-05-29,"22:58","Night","transect",NA,0,0,NA,1.47,9,NA,"West","fd455512-834c-4560-8553-cdfca8929b0e",41.6909031634434,-80.5126169736382,41.6911754877,-80.5124743307,"Brandon Hoenig","FLIR1603_2024-05"
"FLIR1605_2024","FLIR1605","Phelps Pond",2024-05-29,"22:58","Night","transect",NA,0,0,NA,1.47,10,NA,"North","fd455512-834c-4560-8553-cdfca8929b0e",41.6908976522047,-80.5126405270689,41.6911754877,-80.5124743307,"Brandon Hoenig","FLIR1605_2024-05"
"FLIR1607_2024","FLIR1607","Phelps Pond",2024-05-29,"22:59","Night","transect",NA,0,0,NA,1.3,10,NA,"East","fd455512-834c-4560-8553-cdfca8929b0e",41.6909127982778,-80.5126659585749,41.6911754877,-80.5124743307,"Brandon Hoenig","FLIR1607_2024-05"
"FLIR1609_2024","FLIR1609","Phelps Pond",2024-05-29,"22:59","Night","transect",NA,0,0,NA,1.25,10,NA,"South","fd455512-834c-4560-8553-cdfca8929b0e",41.6909154365444,-80.5126547244503,41.6911754877,-80.5124743307,"Brandon Hoenig","FLIR1609_2024-05"
"FLIR1611_2024","FLIR1611","Phelps Pond",2024-05-29,"22:59","Night","transect",NA,0,0,NA,1.36,10,NA,"West","fd455512-834c-4560-8553-cdfca8929b0e",41.690899175783,-80.5126543723518,41.6911754877,-80.5124743307,"Brandon Hoenig","FLIR1611_2024-05"
"FLIR1935_2024","FLIR1935","Tuttle Pond",2024-07-08,"22:13","Night","transect",NA,0,0,NA,1.42,1,NA,"North","229965d5-a1a1-432b-a661-6b7b458d3a14",41.6387554651953,-80.4953772346061,41.6386756534,-80.4953947943,"Brandon Hoenig","FLIR1935_2024-07"
"FLIR1937_2024","FLIR1937","Tuttle Pond",2024-07-08,"22:13","Night","transect",NA,0,0,NA,1.43,1,NA,"South","229965d5-a1a1-432b-a661-6b7b458d3a14",41.6387752419847,-80.4953580056145,41.6386756534,-80.4953947943,"Brandon Hoenig","FLIR1937_2024-07"
"FLIR1939_2024","FLIR1939","Tuttle Pond",2024-07-08,"22:13","Night","transect",NA,0,0,NA,1.26,1,NA,"East","229965d5-a1a1-432b-a661-6b7b458d3a14",41.6387693083941,-80.4953705794537,41.6386756534,-80.4953947943,"Brandon Hoenig","FLIR1939_2024-07"
"FLIR1941_2024","FLIR1941","Tuttle Pond",2024-07-08,"22:13","Night","transect",NA,0,0,NA,1.39,1,NA,"West","229965d5-a1a1-432b-a661-6b7b458d3a14",41.6387562296596,-80.4953495930652,41.6386756534,-80.4953947943,"Brandon Hoenig","FLIR1941_2024-07"
"FLIR1943_2024","FLIR1943","Tuttle Pond",2024-07-08,"22:14","Night","transect",NA,0,0,NA,1.25,2,NA,"North","229965d5-a1a1-432b-a661-6b7b458d3a14",41.6387344720676,-80.495322183847,41.6386756534,-80.4953947943,"Brandon Hoenig","FLIR1943_2024-07"
"FLIR1945_2024","FLIR1945","Tuttle Pond",2024-07-08,"22:14","Night","transect",NA,0,0,NA,1.58,2,NA,"South","229965d5-a1a1-432b-a661-6b7b458d3a14",41.6388041391357,-80.495393373626,41.6386756534,-80.4953947943,"Brandon Hoenig","FLIR1945_2024-07"
"FLIR1947_2024","FLIR1947","Tuttle Pond",2024-07-08,"22:14","Night","transect",NA,0,0,NA,1.65,2,NA,"East","229965d5-a1a1-432b-a661-6b7b458d3a14",41.6387907319443,-80.4953679312898,41.6386756534,-80.4953947943,"Brandon Hoenig","FLIR1947_2024-07"
"FLIR1949_2024","FLIR1949","Tuttle Pond",2024-07-08,"22:15","Night","transect",NA,0,0,NA,1.04,2,NA,"West","229965d5-a1a1-432b-a661-6b7b458d3a14",41.6387674149865,-80.4953523804,41.6386756534,-80.4953947943,"Brandon Hoenig","FLIR1949_2024-07"
"FLIR1959_2024","FLIR1959","Tuttle Pond",2024-07-08,"22:15","Night","transect",NA,0,0,NA,1.33,3,NA,"North","229965d5-a1a1-432b-a661-6b7b458d3a14",41.6387098214775,-80.4953835418965,41.6386756534,-80.4953947943,"Brandon Hoenig","FLIR1959_2024-07"
"FLIR1953_2024","FLIR1953","Tuttle Pond",2024-07-08,"22:16","Night","transect",NA,0,0,NA,1.41,3,NA,"South","229965d5-a1a1-432b-a661-6b7b458d3a14",41.638702631289,-80.495480905597,41.6386756534,-80.4953947943,"Brandon Hoenig","FLIR1953_2024-07"
"FLIR1955_2024","FLIR1955","Tuttle Pond",2024-07-08,"22:16","Night","transect",NA,0,0,NA,1.61,3,NA,"East","229965d5-a1a1-432b-a661-6b7b458d3a14",41.6387092122022,-80.4954760047636,41.6386756534,-80.4953947943,"Brandon Hoenig","FLIR1955_2024-07"
"FLIR1957_2024","FLIR1957","Tuttle Pond",2024-07-08,"22:16","Night","transect",NA,0,0,NA,1.29,3,NA,"West","229965d5-a1a1-432b-a661-6b7b458d3a14",41.6387442297679,-80.4954752708865,41.6386756534,-80.4953947943,"Brandon Hoenig","FLIR1957_2024-07"
"FLIR1959_2024","FLIR1959","Tuttle Pond",2024-07-08,"22:16","Night","transect",NA,0,0,NA,1.45,4,NA,"North","229965d5-a1a1-432b-a661-6b7b458d3a14",41.6387365761003,-80.4954507058484,41.6386756534,-80.4953947943,"Brandon Hoenig","FLIR1959_2024-07"
"FLIR1961_2024","FLIR1961","Tuttle Pond",2024-07-08,"22:17","Night","transect",NA,0,0,NA,1.59,4,NA,"South","229965d5-a1a1-432b-a661-6b7b458d3a14",41.638716905822,-80.4955035412886,41.6386756534,-80.4953947943,"Brandon Hoenig","FLIR1961_2024-07"
"FLIR1963_2024","FLIR1963","Tuttle Pond",2024-07-08,"22:17","Night","transect",NA,0,0,NA,1.82,4,NA,"East","229965d5-a1a1-432b-a661-6b7b458d3a14",41.6387185665664,-80.495398078901,41.6386756534,-80.4953947943,"Brandon Hoenig","FLIR1963_2024-07"
"FLIR1965_2024","FLIR1965","Tuttle Pond",2024-07-08,"22:17","Night","transect",NA,0,0,NA,1.29,4,NA,"West","229965d5-a1a1-432b-a661-6b7b458d3a14",41.6387222554765,-80.4953904653601,41.6386756534,-80.4953947943,"Brandon Hoenig","FLIR1965_2024-07"
"FLIR1967_2024","FLIR1967","Tuttle Pond",2024-07-08,"22:18","Night","transect",NA,0,0,NA,1.26,5,NA,"North","229965d5-a1a1-432b-a661-6b7b458d3a14",41.6387164719604,-80.4953530217363,41.6386756534,-80.4953947943,"Brandon Hoenig","FLIR1967_2024-07"
"FLIR1969_2024","FLIR1969","Tuttle Pond",2024-07-08,"22:18","Night","transect",NA,0,0,NA,1.31,5,NA,"South","229965d5-a1a1-432b-a661-6b7b458d3a14",41.6387226565418,-80.4954076572209,41.6386756534,-80.4953947943,"Brandon Hoenig","FLIR1969_2024-07"
"FLIR1971_2024","FLIR1971","Tuttle Pond",2024-07-08,"22:18","Night","transect",NA,0,0,NA,1.56,5,NA,"East","229965d5-a1a1-432b-a661-6b7b458d3a14",41.6386801321554,-80.4953920687422,41.6386756534,-80.4953947943,"Brandon Hoenig","FLIR1971_2024-07"
"FLIR1973_2024","FLIR1973","Tuttle Pond",2024-07-08,"22:19","Night","transect",NA,0,0,NA,1.31,5,NA,"West","229965d5-a1a1-432b-a661-6b7b458d3a14",41.6387128908285,-80.4953936484076,41.6386756534,-80.4953947943,"Brandon Hoenig","FLIR1973_2024-07"
"FLIR1975_2024","FLIR1975","Tuttle Pond",2024-07-08,"22:19","Night","transect",NA,0,0,NA,1.26,6,NA,"North","229965d5-a1a1-432b-a661-6b7b458d3a14",41.6387387137785,-80.4953542429691,41.6386756534,-80.4953947943,"Brandon Hoenig","FLIR1975_2024-07"
"FLIR1977_2024","FLIR1977","Tuttle Pond",2024-07-08,"22:19","Night","transect",NA,0,0,NA,1.41,6,NA,"South","229965d5-a1a1-432b-a661-6b7b458d3a14",41.6386941278125,-80.495339819341,41.6386756534,-80.4953947943,"Brandon Hoenig","FLIR1977_2024-07"
"FLIR1979_2024","FLIR1979","Tuttle Pond",2024-07-08,"22:20","Night","transect",NA,0,0,NA,1.48,6,NA,"East","229965d5-a1a1-432b-a661-6b7b458d3a14",41.6387014296703,-80.4953562474887,41.6386756534,-80.4953947943,"Brandon Hoenig","FLIR1979_2024-07"
"FLIR1981_2024","FLIR1981","Tuttle Pond",2024-07-08,"22:20","Night","transect",NA,0,0,NA,1.26,6,NA,"West","229965d5-a1a1-432b-a661-6b7b458d3a14",41.6387124685468,-80.4954114866291,41.6386756534,-80.4953947943,"Brandon Hoenig","FLIR1981_2024-07"
"FLIR1983_2024","FLIR1983","Tuttle Pond",2024-07-08,"22:20","Night","transect",NA,0,0,NA,1.35,7,NA,"North","229965d5-a1a1-432b-a661-6b7b458d3a14",41.6386981427401,-80.4954018281168,41.6386756534,-80.4953947943,"Brandon Hoenig","FLIR1983_2024-07"
"FLIR1985_2024","FLIR1985","Tuttle Pond",2024-07-08,"22:21","Night","transect",NA,0,0,NA,1.43,7,NA,"South","229965d5-a1a1-432b-a661-6b7b458d3a14",41.6386896361823,-80.4954411846288,41.6386756534,-80.4953947943,"Brandon Hoenig","FLIR1985_2024-07"
